Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),"Precipitation ("")","Total Snow Depth ("")","24 Hour Snow ("")"
2016-12-30 10:00,13.29,29.27,95.0,0.0,65.63,0.19
2016-12-30 09:00,13.29,29.03,92.4,0.0,65.63,0.324
2016-12-30 08:00,13.29,28.9,97.4,0.01,66.05,0.195
2016-12-30 07:00,13.29,29.26,97.5,0.02,66.25,0.327
2016-12-30 06:00,13.29,28.9,97.6,0.0,64.46,0.328
2016-12-30 05:00,13.29,29.02,97.0,0.0,65.72,2.59
2016-12-30 04:00,13.29,30.48,86.6,0.0,65.52,2.724
2016-12-30 03:00,13.29,29.75,96.0,0.01,63.66,3.19
2016-12-30 02:00,13.29,29.99,93.7,0.01,65.79,2.858
2016-12-30 01:00,13.29,30.35,97.4,0.03,63.15,2.994
2016-12-30 00:00,13.3,30.71,98.4,0.01,65.08,2.994
2016-12-29 23:00,13.29,31.08,99.1,0.01,64.15,2.063
2016-12-29 22:00,13.29,31.81,99.1,0.12,63.29,2.263
2016-12-29 21:00,13.29,32.41,99.5,0.12,64.15,1.398
2016-12-29 20:00,13.29,32.29,100.0,0.09,63.75,0.799
2016-12-29 19:00,13.29,32.29,99.7,0.12,63.89,0.733
2016-12-29 18:00,13.29,32.54,99.3,0.1,64.42,0.6
2016-12-29 17:00,13.29,32.54,99.1,0.16,64.55,0.533
2016-12-29 16:00,13.29,32.54,99.0,0.08,64.68,0.4
2016-12-29 15:00,13.29,30.97,98.7,0.07,64.64,0.325
2016-12-29 14:00,13.3,28.79,97.1,0.01,63.03,0.323
2016-12-29 13:00,13.29,28.78,95.8,0.0,62.23,0.323
2016-12-29 12:00,13.3,28.91,93.9,0.0,61.9,0.323
2016-12-29 11:00,13.3,28.66,93.9,0.0,62.1,0.323
2016-12-29 10:00,13.3,27.69,95.1,0.0,62.23,0.323
2016-12-29 09:00,13.3,27.08,96.0,0.0,62.3,0.323
2016-12-29 08:00,13.3,26.35,97.0,0.0,62.3,0.456
2016-12-29 07:00,13.3,26.23,97.2,0.0,62.3,0.456
2016-12-29 06:00,13.3,26.23,97.4,0.0,62.23,1.587
2016-12-29 05:00,13.3,26.35,97.7,0.04,62.1,1.72
2016-12-29 04:00,13.3,26.11,97.0,0.03,62.23,1.72
2016-12-29 03:00,13.3,26.47,96.7,0.05,63.5,0.988
2016-12-29 02:00,13.3,26.47,96.2,0.03,61.96,0.589
2016-12-29 01:00,13.3,26.47,97.2,0.02,60.57,0.056
2016-12-29 00:00,13.3,26.23,97.0,0.0,61.7,0.189
2016-12-28 23:00,13.3,25.51,95.2,0.0,62.08,0.319
2016-12-28 22:00,13.3,25.27,96.1,0.0,62.33,0.317
2016-12-28 21:00,13.3,24.54,95.6,0.0,62.13,0.317
2016-12-28 20:00,13.3,23.81,95.6,0.0,62.33,0.184
2016-12-28 19:00,13.3,22.95,94.8,0.0,61.94,0.317
2016-12-28 18:00,13.3,23.44,94.6,0.0,62.34,0.317
2016-12-28 17:00,13.3,24.77,94.5,0.0,62.5,0.19
2016-12-28 16:00,13.3,26.47,92.3,0.0,61.7,0.19
2016-12-28 15:00,13.3,26.59,91.0,0.0,62.03,0.19
2016-12-28 14:00,13.29,27.93,91.0,0.0,62.18,0.192
2016-12-28 13:00,13.29,29.26,88.8,0.0,61.2,0.33
2016-12-28 12:00,13.28,31.93,87.5,0.0,61.42,0.134
2016-12-28 11:00,13.29,32.18,89.6,0.0,61.26,0.195
2016-12-28 10:00,13.29,30.0,93.2,0.0,61.31,0.191
2016-12-28 09:00,13.3,28.79,96.0,0.01,61.03,0.19
2016-12-28 08:00,13.3,28.06,96.9,0.01,61.3,0.056
2016-12-28 07:00,13.3,28.06,97.4,0.02,62.3,0.123
2016-12-28 06:00,13.3,28.06,96.7,0.01,61.9,0.19
2016-12-28 05:00,13.29,28.3,97.3,0.03,62.17,7.777
2016-12-28 04:00,13.29,28.41,97.0,0.03,62.11,7.646
2016-12-28 03:00,13.29,28.65,97.8,0.04,60.73,7.514
2016-12-28 02:00,13.3,28.78,97.4,0.09,62.38,7.314
2016-12-28 01:00,13.3,28.41,96.7,0.07,62.31,6.78
2016-12-28 00:00,13.29,28.54,96.2,0.1,61.11,6.514
2016-12-27 23:00,13.3,28.91,96.6,0.08,62.37,6.113
2016-12-27 22:00,13.29,28.54,95.9,0.06,61.31,5.716
2016-12-27 21:00,13.29,29.02,94.0,0.08,61.72,5.517
2016-12-27 20:00,13.29,29.26,93.3,0.03,61.71,5.117
2016-12-27 19:00,13.29,29.14,94.0,0.04,61.85,4.719
2016-12-27 18:00,13.29,29.38,95.4,0.06,61.86,4.853
2016-12-27 17:00,13.3,29.38,95.1,0.07,60.33,4.254
2016-12-27 16:00,13.3,30.11,94.8,0.05,60.0,3.922
2016-12-27 15:00,13.29,29.5,97.5,0.09,59.93,3.19
2016-12-27 14:00,13.29,29.75,95.6,0.03,60.33,2.591
2016-12-27 13:00,13.29,30.36,90.2,0.03,58.74,2.059
2016-12-27 12:00,13.29,30.48,92.5,0.04,58.53,1.992
2016-12-27 11:00,13.29,30.11,96.7,0.04,59.4,1.925
2016-12-27 10:00,13.29,29.75,97.5,0.05,58.73,0.195
2016-12-27 09:00,13.29,29.39,96.9,0.05,60.92,-0.938
2016-12-27 08:00,13.3,29.27,96.7,0.06,60.7,0.855
2016-12-27 07:00,13.3,27.2,98.5,0.05,59.84,0.19
2016-12-27 06:00,13.3,26.23,97.8,0.06,61.7,0.19
2016-12-27 05:00,13.3,25.14,97.3,0.03,58.07,9.57
2016-12-27 04:00,13.3,22.59,95.9,0.05,58.81,9.37
2016-12-27 03:00,13.3,22.1,95.3,0.03,59.07,9.24
2016-12-27 02:00,13.3,21.74,95.5,0.03,59.41,8.84
2016-12-27 01:00,13.3,21.37,95.3,0.04,59.61,8.5
2016-12-27 00:00,13.3,21.49,95.6,0.05,58.14,7.972
2016-12-26 23:00,13.3,21.37,95.9,0.07,55.54,6.574
2016-12-26 22:00,13.3,21.25,95.5,0.07,54.67,4.376
2016-12-26 21:00,13.3,21.62,95.5,0.06,54.05,2.376
2016-12-26 20:00,13.3,21.74,95.3,0.03,53.66,1.512
2016-12-26 19:00,13.3,21.74,95.0,0.03,51.28,0.916
2016-12-26 18:00,13.3,21.86,95.2,0.03,52.48,0.517
2016-12-26 17:00,13.3,22.47,94.7,0.02,51.28,0.317
2016-12-26 16:00,13.3,23.44,93.7,0.0,52.08,0.184
2016-12-26 15:00,13.3,23.92,93.5,0.0,51.91,0.188
2016-12-26 14:00,13.3,24.04,92.5,0.0,51.85,0.189
2016-12-26 13:00,13.3,24.89,91.8,0.0,51.71,0.189
2016-12-26 12:00,13.3,25.02,89.3,0.0,51.43,0.186
2016-12-26 11:00,13.3,23.2,92.5,0.0,50.15,0.184
2016-12-26 10:00,13.3,23.56,93.2,0.0,50.95,0.184
2016-12-26 09:00,13.3,21.86,95.3,0.0,51.28,0.182
2016-12-26 08:00,13.3,22.35,95.7,0.0,51.53,0.181
2016-12-26 07:00,13.3,21.98,95.4,0.0,51.67,0.182
2016-12-26 06:00,13.3,22.35,95.4,0.0,52.39,0.179
2016-12-26 05:00,13.3,22.11,95.5,0.0,52.19,0.178
2016-12-26 04:00,13.3,21.26,94.3,0.0,51.12,0.312
2016-12-26 03:00,13.31,20.77,94.9,0.0,51.45,0.178
2016-12-26 02:00,13.3,20.41,94.5,0.0,51.52,0.178
2016-12-26 01:00,13.3,19.92,94.3,0.0,51.59,0.312
2016-12-26 00:00,13.3,19.07,95.3,0.0,51.45,0.178
2016-12-25 23:00,13.3,19.07,93.8,0.0,51.45,0.178
2016-12-25 22:00,13.3,19.07,93.1,0.0,51.45,0.178
2016-12-25 21:00,13.3,19.68,93.8,0.0,51.65,0.312
2016-12-25 20:00,13.3,18.71,94.0,0.0,51.85,0.177
2016-12-25 19:00,13.3,17.97,92.8,0.0,51.98,0.178
2016-12-25 18:00,13.3,18.34,93.2,0.0,52.05,0.178
2016-12-25 17:00,13.3,19.43,93.7,0.0,51.85,0.312
2016-12-25 16:00,13.3,20.53,93.4,0.0,51.73,0.313
2016-12-25 15:00,13.3,22.22,91.0,0.0,52.08,0.184
2016-12-25 14:00,13.3,23.81,87.9,0.0,52.08,0.184
2016-12-25 13:00,13.3,23.56,88.7,0.0,52.3,0.187
2016-12-25 12:00,13.3,24.54,90.4,0.0,51.22,0.184
2016-12-25 11:00,13.3,24.06,89.3,0.0,51.92,0.178
2016-12-25 10:00,13.3,21.87,93.2,0.0,50.99,0.178
2016-12-25 09:00,13.3,17.12,93.8,0.0,51.97,0.309
2016-12-25 08:00,13.3,17.24,93.9,0.0,51.59,0.312
2016-12-25 07:00,13.3,19.79,93.4,0.0,51.6,0.18
2016-12-25 06:00,13.3,22.83,95.7,0.0,52.35,0.184
2016-12-25 05:00,13.3,23.07,95.2,0.0,52.08,0.184
2016-12-25 04:00,13.3,23.44,95.2,0.0,52.42,0.184
2016-12-25 03:00,13.28,23.07,95.2,0.0,52.42,0.184
2016-12-25 02:00,13.3,22.71,95.8,0.0,52.42,0.184
2016-12-25 01:00,13.3,22.22,95.5,0.0,52.48,0.184
2016-12-25 00:00,13.3,21.37,94.1,0.0,52.68,-0.082
2016-12-24 23:00,13.3,23.79,95.2,0.0,53.11,0.189
2016-12-24 22:00,13.3,25.26,96.1,0.0,52.78,0.19
2016-12-24 21:00,13.3,25.5,96.4,0.0,53.18,0.19
2016-12-24 20:00,13.3,25.74,96.4,0.0,53.11,0.19
2016-12-24 19:00,13.3,25.86,96.9,0.0,53.31,0.19
2016-12-24 18:00,13.3,26.11,97.5,0.0,53.11,0.19
2016-12-24 17:00,13.3,26.23,96.9,0.0,53.05,0.19
2016-12-24 16:00,13.3,27.08,96.6,0.0,53.18,0.19
2016-12-24 15:00,13.29,28.41,93.0,0.0,53.13,0.192
2016-12-24 14:00,13.29,28.29,93.5,0.0,53.14,0.195
2016-12-24 13:00,13.29,29.26,92.2,0.0,53.14,0.129
2016-12-24 12:00,13.29,28.78,93.3,0.0,52.8,0.194
2016-12-24 11:00,13.3,29.03,90.8,0.01,51.45,0.123
2016-12-24 10:00,13.3,27.45,93.2,0.0,52.18,0.19
2016-12-24 09:00,13.28,25.62,95.6,0.0,52.7,0.121
2016-12-24 08:00,13.3,24.04,95.4,0.0,52.71,0.19
2016-12-24 07:00,13.3,25.38,96.3,0.0,52.91,0.19
2016-12-24 06:00,13.3,26.11,96.8,0.0,52.91,0.19
2016-12-24 05:00,13.3,26.11,97.5,0.01,53.05,2.186
2016-12-24 04:00,13.29,26.47,97.3,0.0,53.38,1.92
2016-12-24 03:00,13.3,26.47,97.1,0.01,52.45,2.186
2016-12-24 02:00,13.3,26.47,96.7,0.0,51.85,2.186
2016-12-24 01:00,13.3,26.59,97.1,0.0,51.38,2.053
2016-12-24 00:00,13.3,26.47,96.9,0.0,52.65,1.987
2016-12-23 23:00,13.3,26.35,97.6,0.0,51.72,1.987
2016-12-23 22:00,13.3,26.23,96.9,0.0,53.45,1.987
2016-12-23 21:00,13.3,25.99,96.7,0.01,54.24,1.987
2016-12-23 20:00,13.3,26.11,96.0,0.0,53.71,1.787
2016-12-23 19:00,13.3,25.86,96.0,0.0,53.25,1.987
2016-12-23 18:00,13.3,25.5,96.2,0.01,53.25,1.521
2016-12-23 17:00,13.3,25.86,96.4,0.02,51.58,1.787
2016-12-23 16:00,13.3,25.74,95.9,0.01,51.92,1.987
2016-12-23 15:00,13.3,26.11,95.6,0.01,53.05,1.787
2016-12-23 14:00,13.3,25.86,95.0,0.04,52.71,1.388
2016-12-23 13:00,13.3,25.74,95.0,0.03,51.92,0.722
2016-12-23 12:00,13.3,25.13,96.7,0.01,53.71,1.188
2016-12-23 11:00,13.3,24.89,96.7,0.01,51.04,1.252
2016-12-23 10:00,13.3,24.65,96.5,0.02,50.96,1.184
2016-12-23 09:00,13.3,24.05,96.6,0.03,39.55,0.65
2016-12-23 08:00,13.3,23.81,96.8,0.03,40.82,0.317
2016-12-23 07:00,13.3,23.32,96.3,0.01,39.42,0.184
2016-12-23 06:00,13.3,23.2,95.6,0.02,38.35,1.782
2016-12-23 05:00,13.3,23.2,95.8,0.02,38.42,1.116
2016-12-23 04:00,13.3,23.56,95.7,0.03,38.83,1.983
2016-12-23 03:00,13.3,24.29,95.4,0.04,37.83,1.251
2016-12-23 02:00,13.3,24.04,95.6,0.01,37.19,0.19
2016-12-23 01:00,13.3,24.89,94.0,0.0,37.59,0.123
2016-12-23 00:00,13.3,25.99,96.2,0.01,37.32,0.19
2016-12-22 23:00,13.3,26.47,96.4,0.0,38.12,0.323
2016-12-22 22:00,13.3,26.23,97.2,0.0,37.19,0.19
2016-12-22 21:00,13.28,27.69,97.3,0.02,38.12,0.323
2016-12-22 20:00,13.3,28.42,97.9,0.0,38.38,0.19
2016-12-22 19:00,13.3,28.66,97.0,0.0,37.99,0.323
2016-12-22 18:00,13.3,28.79,97.0,0.0,37.12,0.323
2016-12-22 17:00,13.3,28.42,96.4,0.0,37.12,0.19
2016-12-22 16:00,13.3,28.18,95.2,0.0,37.19,0.19
2016-12-22 15:00,13.3,28.3,94.0,0.0,37.32,0.19
2016-12-22 14:00,13.3,27.93,93.9,0.0,37.25,0.19
2016-12-22 13:00,13.3,27.81,91.6,0.0,37.32,0.19
2016-12-22 12:00,13.3,26.35,92.1,0.0,37.52,0.19
2016-12-22 11:00,13.3,25.39,92.3,0.0,37.75,0.184
2016-12-22 10:00,13.3,24.3,93.0,0.0,37.54,0.182
2016-12-22 09:00,13.3,22.11,96.3,0.0,37.92,0.178
2016-12-22 08:00,13.29,21.87,96.0,0.0,38.19,0.312
2016-12-22 07:00,13.3,21.99,97.0,0.0,38.19,0.179
2016-12-22 06:00,13.3,22.47,97.1,0.0,38.08,0.448
2016-12-22 05:00,13.3,22.71,96.6,0.0,38.28,0.449
2016-12-22 04:00,13.3,22.95,96.7,0.0,38.08,0.317
2016-12-22 03:00,13.3,22.83,96.5,0.0,38.27,0.182
2016-12-22 02:00,13.3,23.08,97.2,0.0,38.06,0.313
2016-12-22 01:00,13.3,22.84,96.3,0.0,38.26,0.312
2016-12-22 00:00,13.3,22.35,95.9,0.0,38.52,0.445
2016-12-21 23:00,13.3,22.35,96.4,0.0,38.45,0.312
2016-12-21 22:00,13.3,22.71,95.4,0.0,38.55,0.45
2016-12-21 21:00,13.3,23.44,94.9,0.0,38.62,0.45
2016-12-21 20:00,13.3,24.66,95.9,0.0,38.03,0.185
2016-12-21 19:00,13.3,25.5,95.8,0.0,38.32,0.456
2016-12-21 18:00,13.3,26.23,95.5,0.0,37.99,0.456
2016-12-21 17:00,13.3,27.69,97.3,0.0,37.92,0.456
2016-12-21 16:00,13.3,28.54,94.6,0.0,37.99,0.323
2016-12-21 15:00,13.3,29.39,93.7,0.0,38.12,0.323
2016-12-21 14:00,13.3,29.03,93.7,0.0,37.85,0.323
2016-12-21 13:00,13.3,27.2,95.1,0.0,38.32,0.323
2016-12-21 12:00,13.3,27.45,94.3,0.0,37.99,0.323
2016-12-21 11:00,13.3,27.33,95.7,0.0,38.12,0.323
2016-12-21 10:00,13.3,25.75,95.2,0.0,38.35,0.317
2016-12-21 09:00,13.3,23.81,95.5,0.0,38.55,0.45
2016-12-21 08:00,13.3,24.29,95.4,0.0,38.29,0.45
2016-12-21 07:00,13.3,25.14,95.5,0.0,38.31,0.854
2016-12-21 06:00,13.3,25.86,95.4,0.0,38.32,0.988
2016-12-21 05:00,13.3,26.72,95.6,0.0,38.52,0.922
2016-12-21 04:00,13.29,27.69,96.3,0.0,38.72,0.923
2016-12-21 03:00,13.29,29.02,96.6,0.0,38.69,0.995
2016-12-21 02:00,13.29,30.95,97.0,0.0,38.91,1.132
2016-12-21 01:00,13.29,31.56,97.5,0.02,39.11,1.132
2016-12-21 00:00,13.29,31.68,97.3,0.0,38.31,1.199
2016-12-20 23:00,13.3,31.81,96.2,0.0,39.11,1.199
2016-12-20 22:00,13.29,32.41,95.0,0.0,38.91,1.199
2016-12-20 21:00,13.3,32.05,95.6,0.0,39.18,1.199
2016-12-20 20:00,13.29,32.17,96.3,0.0,39.18,1.199
2016-12-20 19:00,13.28,32.54,96.0,0.01,39.25,1.199
2016-12-20 18:00,13.3,33.02,90.1,0.02,39.51,1.199
2016-12-20 17:00,13.3,31.81,97.4,0.04,40.04,0.999
2016-12-20 16:00,13.3,32.05,93.4,0.04,39.78,0.8
2016-12-20 15:00,13.3,31.93,96.6,0.05,38.51,0.999
2016-12-20 14:00,13.3,32.29,96.2,0.08,37.98,0.866
2016-12-20 13:00,13.3,31.56,93.6,0.05,38.91,0.6
2016-12-20 12:00,13.3,31.81,93.0,0.06,40.04,0.4
2016-12-20 11:00,13.3,31.44,93.9,0.01,39.11,0.201
2016-12-20 10:00,13.3,31.93,93.2,0.0,40.04,0.201
2016-12-20 09:00,13.3,32.54,90.0,0.01,40.18,0.201
2016-12-20 08:00,13.3,32.66,95.5,0.06,40.44,0.334
2016-12-20 07:00,13.3,33.87,97.0,0.07,40.44,0.201
2016-12-20 06:00,13.3,32.05,100.0,0.05,39.71,2.463
2016-12-20 05:00,13.3,31.44,100.0,0.15,39.71,2.396
2016-12-20 04:00,13.3,31.56,100.0,0.17,40.44,2.463
2016-12-20 03:00,13.3,31.32,99.9,0.11,40.98,2.862
2016-12-20 02:00,13.3,31.56,100.0,0.12,40.24,2.662
2016-12-20 01:00,13.3,31.81,100.0,0.1,40.38,2.463
2016-12-20 00:00,13.3,32.17,100.0,0.09,38.71,1.598
2016-12-19 23:00,13.3,32.05,100.0,0.07,37.92,0.8
2016-12-19 22:00,13.3,32.78,99.9,0.05,39.25,0.6
2016-12-19 21:00,13.3,32.9,99.8,0.1,39.25,0.533
2016-12-19 20:00,13.3,32.66,99.8,0.01,38.91,0.6
2016-12-19 19:00,13.3,32.66,99.5,0.0,37.52,0.6
2016-12-19 18:00,13.3,32.54,99.8,0.01,38.38,0.6
2016-12-19 17:00,13.3,32.66,99.8,0.0,38.78,0.6
2016-12-19 16:00,13.29,32.66,99.1,0.01,38.78,0.6
2016-12-19 15:00,13.29,33.27,98.7,0.01,38.78,0.4
2016-12-19 14:00,13.3,33.39,98.7,0.02,39.18,0.334
2016-12-19 13:00,13.3,33.39,98.9,0.06,38.65,0.533
2016-12-19 12:00,13.3,32.9,98.5,0.04,38.85,0.533
2016-12-19 11:00,13.3,32.78,99.4,0.09,38.78,0.533
2016-12-19 10:00,13.29,32.41,100.0,0.14,38.71,0.334
2016-12-19 09:00,13.3,32.41,100.0,0.08,38.91,0.4
2016-12-19 08:00,13.28,32.41,100.0,0.08,38.58,3.261
2016-12-19 07:00,13.29,31.21,100.0,0.11,37.43,2.193
2016-12-19 06:00,13.3,30.61,100.0,0.07,34.92,1.72
2016-12-19 05:00,13.3,26.73,99.5,0.04,35.96,0.65
2016-12-19 04:00,13.3,23.08,97.8,0.01,36.4,0.113
2016-12-19 03:00,13.31,21.62,94.8,0.0,35.39,0.178
2016-12-19 02:00,13.31,20.28,96.1,0.0,35.52,0.178
2016-12-19 01:00,13.3,21.01,95.7,0.0,35.61,0.181
2016-12-19 00:00,13.3,21.49,96.7,0.0,35.82,0.184
2016-12-18 23:00,13.3,22.34,95.9,0.0,35.82,0.184
2016-12-18 22:00,13.3,23.56,96.2,0.0,35.91,0.187
2016-12-18 21:00,13.3,23.92,96.8,0.0,36.12,0.19
2016-12-18 20:00,13.3,24.89,97.1,0.0,36.19,0.323
2016-12-18 19:00,13.29,24.04,95.2,0.0,36.19,0.323
2016-12-18 18:00,13.3,26.11,96.2,0.0,36.19,0.19
2016-12-18 17:00,13.3,26.35,95.4,0.0,35.86,0.456
2016-12-18 16:00,13.29,27.31,93.9,0.0,36.09,0.328
2016-12-18 15:00,13.29,29.02,92.1,0.0,35.96,0.196
2016-12-18 14:00,13.29,29.99,91.7,0.0,35.96,0.33
2016-12-18 13:00,13.29,29.63,87.8,0.0,35.89,0.195
2016-12-18 12:00,13.3,30.25,89.9,0.0,36.19,0.19
2016-12-18 11:00,13.3,28.3,89.6,0.0,36.38,0.189
2016-12-18 10:00,13.3,25.15,92.7,0.0,35.89,0.183
2016-12-18 09:00,13.31,22.11,94.6,0.0,36.19,0.312
2016-12-18 08:00,13.31,20.41,95.1,0.0,37.46,0.445
2016-12-18 07:00,13.31,21.14,95.0,0.0,37.59,0.312
2016-12-18 06:00,13.31,21.26,95.4,0.0,37.79,0.578
2016-12-18 05:00,13.31,20.77,94.9,0.0,36.79,0.445
2016-12-18 04:00,13.31,20.53,94.7,0.0,37.19,0.178
2016-12-18 03:00,13.31,20.53,94.6,0.0,37.52,0.178
2016-12-18 02:00,13.3,19.68,93.8,0.0,37.92,0.178
2016-12-18 01:00,13.31,19.19,94.2,0.0,38.11,0.177
2016-12-18 00:00,13.31,18.1,94.0,0.0,38.16,0.439
2016-12-17 23:00,13.32,16.41,94.0,0.0,38.19,0.434
2016-12-17 22:00,13.31,15.31,92.1,0.0,37.19,0.367
2016-12-17 21:00,13.31,15.42,93.1,0.0,37.48,0.171
2016-12-17 20:00,13.31,16.02,92.4,0.0,37.12,0.178
2016-12-17 19:00,13.31,18.09,93.6,0.0,37.39,0.178
2016-12-17 18:00,13.31,18.94,94.0,0.0,37.59,0.178
2016-12-17 17:00,13.31,19.68,93.5,0.0,38.19,0.178
2016-12-17 16:00,13.31,20.52,92.9,0.0,38.14,0.181
2016-12-17 15:00,13.3,21.86,91.3,0.0,35.89,0.051
2016-12-17 14:00,13.31,23.44,88.7,0.0,35.16,0.117
2016-12-17 13:00,13.31,23.21,86.9,0.0,36.32,0.179
2016-12-17 12:00,13.31,20.53,88.8,0.0,38.05,0.178
2016-12-17 11:00,13.31,19.07,89.4,0.0,37.71,0.176
2016-12-17 10:00,13.31,18.6,91.9,0.0,38.26,0.167
2016-12-17 09:00,13.31,14.95,91.4,0.0,37.69,0.228
2016-12-17 08:00,13.31,12.53,92.3,0.0,38.4,0.356
2016-12-17 07:00,13.31,10.58,92.0,0.0,38.26,0.356
2016-12-17 06:00,13.31,6.31,90.3,0.0,38.06,0.289
2016-12-17 05:00,13.31,5.944,90.5,0.0,37.99,0.289
2016-12-17 04:00,13.31,6.919,90.4,0.0,37.66,0.289
2016-12-17 03:00,13.31,7.643,90.1,0.0,37.76,0.295
2016-12-17 02:00,13.31,11.9,88.9,0.0,37.79,0.234
2016-12-17 01:00,13.31,13.48,91.9,0.0,37.99,0.367
2016-12-17 00:00,13.31,14.21,92.3,0.0,37.99,0.367
2016-12-16 23:00,13.31,14.7,93.5,0.0,37.99,0.367
2016-12-16 22:00,13.31,14.82,93.7,0.0,38.08,0.371
2016-12-16 21:00,13.31,15.79,94.3,0.0,38.22,0.373
2016-12-16 20:00,13.31,16.64,95.1,0.0,38.43,0.174
2016-12-16 19:00,13.31,15.91,93.5,0.0,38.56,0.374
2016-12-16 18:00,13.31,16.39,92.6,0.0,38.18,0.378
2016-12-16 17:00,13.31,16.87,92.0,0.0,38.79,0.178
2016-12-16 16:00,13.31,17.97,91.2,0.0,38.52,0.178
2016-12-16 15:00,13.31,18.7,90.4,0.0,39.05,0.178
2016-12-16 14:00,13.31,18.09,86.5,0.0,38.72,0.178
2016-12-16 13:00,13.31,19.32,87.8,0.0,38.82,0.173
2016-12-16 12:00,13.3,16.65,90.3,0.0,38.86,0.234
2016-12-16 11:00,13.31,13.61,89.2,0.0,39.16,0.229
2016-12-16 10:00,13.3,11.79,89.2,0.0,39.42,0.295
2016-12-16 09:00,13.31,11.18,93.0,0.0,39.53,0.289
2016-12-16 08:00,13.31,7.651,91.3,0.0,39.99,0.289
2016-12-16 07:00,13.31,9.1,91.1,0.0,39.89,0.295
2016-12-16 06:00,13.31,10.93,91.0,0.0,39.77,0.23
2016-12-16 05:00,13.3,12.75,92.3,0.0,39.99,0.367
2016-12-16 04:00,13.31,12.39,92.9,0.0,39.99,0.367
2016-12-16 03:00,13.31,12.99,91.9,0.0,40.01,0.171
2016-12-16 02:00,13.31,16.39,93.8,0.0,39.92,0.178
2016-12-16 01:00,13.3,17.73,94.2,0.0,39.99,0.178
2016-12-16 00:00,13.31,17.97,92.3,0.0,40.12,0.178
2016-12-15 23:00,13.31,18.09,94.2,0.0,40.05,0.178
2016-12-15 22:00,13.31,18.94,95.0,0.0,40.25,0.178
2016-12-15 21:00,13.29,18.7,94.7,0.0,40.32,0.178
2016-12-15 20:00,13.3,18.7,94.6,0.0,40.25,0.178
2016-12-15 19:00,13.31,19.31,94.9,0.0,39.85,0.178
2016-12-15 18:00,13.31,19.8,94.5,0.0,39.92,0.178
2016-12-15 17:00,13.3,20.04,94.3,0.0,39.93,0.18
2016-12-15 16:00,13.3,20.52,94.2,0.0,39.95,0.183
2016-12-15 15:00,13.3,21.37,91.2,0.0,39.95,0.184
2016-12-15 14:00,13.3,21.61,90.9,0.0,38.95,0.184
2016-12-15 13:00,13.3,21.86,91.3,0.0,39.02,0.184
