Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),"Precipitation ("")","Total Snow Depth ("")","24 Hour Snow ("")"
2018-12-30 09:00,13.01,30.46,95.5,0.02,48.2,0.369
2018-12-30 08:00,13.01,30.21,96.9,0.01,48.2,0.166
2018-12-30 07:00,13.01,30.33,96.8,0.03,48.2,0.099
2018-12-30 06:00,13.01,30.52,96.8,0.06,48.2,-0.036
2018-12-30 05:00,13.01,30.21,96.5,0.07,48.2,5.493
2018-12-30 04:00,13.01,30.46,97.1,0.12,48.2,5.021
2018-12-30 03:00,13.01,30.52,97.6,0.04,48.2,3.74
2018-12-30 02:00,13.01,30.64,97.1,0.04,48.2,2.661
2018-12-30 01:00,13.01,30.64,97.2,0.05,48.2,2.796
2018-12-30 00:00,13.01,31.01,97.6,0.07,48.2,0.369
2018-12-29 23:00,13.01,31.38,97.4,0.14,48.2,0.841
2018-12-29 22:00,13.01,31.57,97.3,0.13,48.1,0.369
2018-12-29 21:00,13.01,34.1,96.6,0.13,48,0.166
2018-12-29 20:00,13.01,36.37,95.4,0.04,48.27,-0.035
2018-12-29 19:00,13,36.25,97.1,0.17,48.35,0.103
2018-12-29 18:00,13.01,36.8,96.1,0.3,48.55,0.104
2018-12-29 17:00,13,39.64,95.7,0.27,48.28,0.304
2018-12-29 16:00,13.01,37.36,97.3,0.26,49.42,0.843
2018-12-29 15:00,13.01,36.93,97.3,0.17,48.27,0.235
2018-12-29 14:00,13,36.56,97,0.18,50.3,0.573
2018-12-29 13:00,13,36.43,96.6,0.16,48.83,1.185
2018-12-29 12:00,13.01,37.84,94.9,0.02,50.72,-0.028
2018-12-29 11:00,13.01,38.89,94.1,0.01,52.2,0.78
2018-12-29 10:00,13.01,39.45,94.4,0.02,50.31,0.105
2018-12-29 09:00,13.01,37.91,97,0.03,51.91,28.15
2018-12-29 08:00,13.01,36.74,97.4,0.01,51.65,28.22
2018-12-29 07:00,13.01,36.07,97.8,0.05,51.91,28.28
2018-12-29 06:00,13.01,36.01,98.1,0.07,53.39,28.22
2018-12-29 05:00,13.01,33.79,97.9,0.06,53.46,4.212
2018-12-29 04:00,13.01,33.85,97.8,0.07,54.34,6.032
2018-12-29 03:00,13.01,32.55,97.9,0.13,55.01,4.212
2018-12-29 02:00,13.01,31.75,97.9,0.1,54.34,4.616
2018-12-29 01:00,13.01,31.69,97.9,0.1,55.28,5.628
2018-12-29 00:00,13.01,31.88,97.7,0.15,54.61,4.482
2018-12-28 23:00,13.01,31.63,97.5,0.11,55.68,5.898
2018-12-28 22:00,13.01,31.57,97.4,0.14,55.68,6.504
2018-12-28 21:00,13.01,31.75,97.3,0.14,56.09,6.504
2018-12-28 20:00,13.01,31.69,96.9,0.09,55.41,6.167
2018-12-28 19:00,13.01,31.44,96.6,0.11,54.87,5.695
2018-12-28 18:00,13.01,31.51,96.2,0.13,53.45,3.74
2018-12-28 17:00,13.01,31.44,95.8,0.12,52.15,3.403
2018-12-28 16:00,13.01,32.25,95.1,0.09,51.02,2.796
2018-12-28 15:00,13.01,32.62,92.7,0.08,50.65,1.717
2018-12-28 14:00,13.01,32.99,91.5,0.05,49.56,1.245
2018-12-28 13:00,13.01,32.37,89.2,0.04,49.25,0.773
2018-12-28 12:00,13.01,31.14,89.9,0.03,49.12,0.571
2018-12-28 11:00,13.01,29.35,92.4,0.02,48.76,0.166
2018-12-28 10:00,13.01,28.11,93.6,0.02,48.43,0.099
2018-12-28 09:00,13.01,27.37,95.3,0,48.2,-0.036
2018-12-28 08:00,13.01,26.15,96.2,0,47.86,0.165
2018-12-28 07:00,13.01,25.22,96.2,0,49.2,0.096
2018-12-28 06:00,13.01,24.79,96.1,0,48.25,-0.04
2018-12-28 05:00,13.01,24.73,96.5,0,48.25,-0.041
2018-12-28 04:00,13.01,24.79,95.9,0,49,-0.039
2018-12-28 03:00,13.01,25.1,95.9,0,48.4,-0.037
2018-12-28 02:00,13.01,25.47,95.7,0,49.32,-0.042
2018-12-28 01:00,13.01,25.22,95.7,0,48.78,-0.042
2018-12-28 00:00,13.01,24.73,95.9,0,48.24,0.091
2018-12-27 23:00,13.01,24.12,95.8,0,48.91,0.091
2018-12-27 22:00,13.01,23.68,96.3,0,46.63,0.16
2018-12-27 21:00,13.01,21.77,96.1,0,47.56,-0.178
2018-12-27 20:00,13.01,22.01,96.3,0,47.7,-0.037
2018-12-27 19:00,13.01,24.72,95.8,0,47.8,-0.238
2018-12-27 18:00,13.01,27.81,95.2,0,46.51,-0.036
2018-12-27 17:00,13,27.99,95.2,0,44.13,0.099
2018-12-27 16:00,13.01,28.85,93,0,209.4,-0.036
2018-12-27 15:00,13.01,32.49,88.9,0,42.24,-0.036
2018-12-27 14:00,13.01,31.01,87.9,0,209.4,-0.036
2018-12-27 13:00,13.01,32.06,88.6,0,209.4,-0.103
2018-12-27 12:00,13.01,32.68,87,0,43.86,-0.171
2018-12-27 11:00,13.01,32.62,90.6,0,44.13,0.166
2018-12-27 10:00,13.01,30.83,94.5,0,209.4,28.49
2018-12-27 09:00,13.01,29.22,96.3,0,209.4,28.28
2018-12-27 08:00,13.01,28.3,96.8,0,209.4,28.42
2018-12-27 07:00,13.01,28.11,96.9,0,209.4,28.42
2018-12-27 06:00,13.01,28.24,97,0.01,209.4,28.42
2018-12-27 05:00,13.01,27.62,97,0,209.4,28.22
2018-12-27 04:00,13.01,28.11,96.7,0,209.4,5.358
2018-12-27 03:00,13.01,27.68,96.4,0.01,209.4,5.291
2018-12-27 02:00,13.01,27.56,96.5,0.01,209.4,5.291
2018-12-27 01:00,13.01,27.25,96.2,0,45.35,28.28
2018-12-27 00:00,13.01,26.82,95.8,0,209.4,5.02
2018-12-26 23:00,13.01,26.39,96,0,209.4,5.085
2018-12-26 22:00,13.01,25.71,96.5,0,209.4,5.22
2018-12-26 21:00,13.01,25.09,95.5,0,45.62,5.021
2018-12-26 20:00,13.01,26.7,95.1,0,209.4,5.223
2018-12-26 19:00,13.01,27.07,95,0.02,46.96,5.291
2018-12-26 18:00,13.01,27.13,94.9,0.04,209.4,5.021
2018-12-26 17:00,13.01,27.13,94.4,0.04,213.4,4.684
2018-12-26 16:00,13.02,27.44,93.5,0,47.05,4.347
2018-12-26 15:00,13.01,28.55,90.5,0.03,211.4,3.942
2018-12-26 14:00,13.01,29.84,87.2,0.02,211.4,3.605
2018-12-26 13:00,13.01,28.36,90.8,0.05,47.21,3.538
2018-12-26 12:00,13.01,27.56,92.5,0.07,43.84,3.133
2018-12-26 11:00,13.01,26.88,93.8,0.08,211.4,2.727
2018-12-26 10:00,13.01,26.14,94.6,0.05,43.97,1.378
2018-12-26 09:00,13.01,25.9,95.2,0.01,45.99,1.041
2018-12-26 08:00,13.01,25.41,95.4,0.04,42.54,0.837
2018-12-26 07:00,13.01,25.22,95.7,0,44.43,0.363
2018-12-26 06:00,13.01,25.53,95.5,0,44.63,0.364
2018-12-26 05:00,13.01,25.41,95.8,0,44.63,0.229
2018-12-26 04:00,13.01,25.47,96.4,0,44.64,0.23
2018-12-26 03:00,13.01,25.59,96.3,0,44.64,0.298
2018-12-26 02:00,13.01,25.71,96.3,0,44.65,0.233
2018-12-26 01:00,13.01,26.2,96.6,0,44.78,0.166
2018-12-26 00:00,13.01,27.81,96.2,0,44.72,0.234
2018-12-25 23:00,13.01,27.31,96.2,0,44.92,0.234
2018-12-25 22:00,13.01,27.99,96.1,0,45.05,0.234
2018-12-25 21:00,13.01,27.87,95.2,0,45.19,0.234
2018-12-25 20:00,13.01,28.3,95.1,0,45.05,0.166
2018-12-25 19:00,13.01,28.67,95.3,0,45.19,0.234
2018-12-25 18:00,13.01,28.73,95,0,45.05,0.234
2018-12-25 17:00,13.01,29.47,93.6,0,44.78,0.166
2018-12-25 16:00,13.01,30.33,91.2,0,44.78,0.301
2018-12-25 15:00,13.01,31.69,90.8,0,44.65,0.166
2018-12-25 14:00,13.01,32.18,88,0,44.99,0.167
2018-12-25 13:00,13.01,31.44,90.4,0,46.08,0.104
2018-12-25 12:00,13.12,32.11,88.6,0,45.55,-0.028
2018-12-25 11:00,13.02,36.07,81.6,0,45.19,-0.171
2018-12-25 10:00,13.01,27.69,88.8,0,45.03,-0.042
2018-12-25 09:00,13.01,23.81,93.5,0,46.25,0.161
2018-12-25 08:00,13.01,20.66,94.8,0,46.65,0.16
2018-12-25 07:00,13.01,22.45,94.2,0,46.65,0.16
2018-12-25 06:00,13.01,23.5,95,0,46.52,0.161
2018-12-25 05:00,13.01,24.36,95.6,0,46.65,0.296
2018-12-25 04:00,13.01,24.61,95.6,0,46.51,0.16
2018-12-25 03:00,13.01,25.1,94.7,0,45.99,0.163
2018-12-25 02:00,13.01,25.53,94.6,0,45.72,0.164
2018-12-25 01:00,13.01,25.83,94.4,0,45.46,0.166
2018-12-25 00:00,13.01,26.14,94.6,0,46,0.099
2018-12-24 23:00,13.01,26.33,95.1,0,45.99,0.098
2018-12-24 22:00,13.01,26.82,94.9,0,46.13,0.098
2018-12-24 21:00,13.01,26.76,95.5,0,46.13,0.098
2018-12-24 20:00,13.01,27.31,95.8,0,46.2,0.166
2018-12-24 19:00,13.01,27.74,96.2,0,46.67,0.166
2018-12-24 18:00,13.01,27.99,96.7,0,46.81,0.166
2018-12-24 17:00,13.01,28.55,95.9,0,46.94,0.166
2018-12-24 16:00,13.01,29.22,95.2,0,46.94,0.166
2018-12-24 15:00,13.01,30.89,93,0,47.08,0.166
2018-12-24 14:00,13.01,31.38,92.6,0,47.14,0.166
2018-12-24 13:00,13.01,32.25,92.1,0,47.21,0.099
2018-12-24 12:00,13.01,31.2,93.3,0,47.21,0.099
2018-12-24 11:00,13.01,31.26,94.2,0,47.62,0.166
2018-12-24 10:00,13.01,31.32,95,0,47.95,0.099
2018-12-24 09:00,13.01,31.07,96.9,0,46.4,0.099
2018-12-24 08:00,13.01,30.27,97.3,0,45.8,0.099
2018-12-24 07:00,13.01,29.59,97.3,0,45.86,0.166
2018-12-24 06:00,13.01,30.09,97.3,0,211.4,0.099
2018-12-24 05:00,13.01,29.16,97.6,0,45.8,6.504
2018-12-24 04:00,13.01,31.01,96.9,0.01,211.4,6.504
2018-12-24 03:00,13.01,31.32,97.1,0,211.4,6.707
2018-12-24 02:00,13.01,31.38,97,0.01,45.05,6.504
2018-12-24 01:00,13.01,31.26,97,0.01,43.3,6.707
2018-12-24 00:00,13.01,30.89,97.1,0,211.4,6.167
2018-12-23 23:00,13.01,30.95,97,0,211.4,6.437
2018-12-23 22:00,13.01,30.33,97,0.01,211.4,6.369
2018-12-23 21:00,13.01,30.83,96.8,0.02,211.4,6.302
2018-12-23 20:00,13.01,30.95,96.6,0.06,45.32,6.302
2018-12-23 19:00,13.01,30.83,96.6,0.04,211.4,5.628
2018-12-23 18:00,13.01,30.77,96.5,0.01,211.4,4.954
2018-12-23 17:00,13.01,30.83,96.2,0.09,211.4,3.807
2018-12-23 16:00,13.01,31.32,95.7,0.07,211.4,4.954
2018-12-23 15:00,13.01,31.51,94,0.03,211.4,4.144
2018-12-23 14:00,13.01,32.18,91.8,0.01,211.4,4.549
2018-12-23 13:00,13.01,32.74,88.7,0.03,211.4,4.144
2018-12-23 12:00,13.01,30.46,90.8,0.11,211.4,4.144
2018-12-23 11:00,13.01,28.3,93.2,0.12,211.4,2.796
2018-12-23 10:00,13.01,28.3,93.9,0.11,211.4,1.717
2018-12-23 09:00,13.01,26.94,95.2,0.06,211.4,1.043
2018-12-23 08:00,13.01,26.45,95.3,0.06,211.4,0.569
2018-12-23 07:00,13.01,26.57,95.4,0.06,211.4,0.234
2018-12-23 06:00,13.01,26.39,95.4,0.08,211.4,-0.036
2018-12-23 05:00,13.01,26.76,95.9,0.06,211.4,8.26
2018-12-23 04:00,13.01,26.57,95.9,0.08,211.4,7.785
2018-12-23 03:00,13.01,26.76,95.7,0.1,211.4,7.313
2018-12-23 02:00,13.01,26.51,96.1,0.08,211.4,6.436
2018-12-23 01:00,13.01,26.33,95.9,0.06,211.4,5.088
2018-12-23 00:00,13.01,26.33,96.1,0.03,211.4,5.021
2018-12-22 23:00,13.01,26.27,96.2,0.08,211.4,5.02
2018-12-22 22:00,13.01,26.39,95.9,0.09,211.4,4.21
2018-12-22 21:00,13.01,26.51,95.7,0.08,33.86,3.065
2018-12-22 20:00,13.01,26.45,95,0.06,211.4,1.378
2018-12-22 19:00,13.01,27,93.8,0.02,211.4,0.638
2018-12-22 18:00,13.01,27.62,87.4,0,33.59,0.099
2018-12-22 17:00,13.01,28.11,81.3,0,33.32,-0.036
2018-12-22 16:00,13.01,28.61,80.5,0,33.46,-0.036
2018-12-22 15:00,13.01,28.36,80.7,0,33.59,-0.036
2018-12-22 14:00,13.01,29.41,78.13,0,33.32,-0.036
2018-12-22 13:00,13.01,29.41,78.03,0,33.73,-0.036
2018-12-22 12:00,13.01,29.16,78.64,0,33.46,-0.171
2018-12-22 11:00,13.01,28.24,81.2,0,33.32,-0.036
2018-12-22 10:00,13.01,27.68,82.3,0,33.86,-0.036
2018-12-22 09:00,13.01,25.78,91.4,0,33.7,-0.042
2018-12-22 08:00,13.01,24.92,94.5,0,33.97,-0.042
2018-12-22 07:00,13.01,24.86,95.4,0,34.11,-0.04
2018-12-22 06:00,13.01,23.56,95.9,0,34.37,0.092
2018-12-22 05:00,13.01,23.62,95.9,0,33.9,-0.042
2018-12-22 04:00,13.01,24.91,96.3,0,34.25,-0.039
2018-12-22 03:00,13.01,25.65,94.9,0,34.25,-0.039
2018-12-22 02:00,13.01,26.21,94.9,0,34.26,0.097
2018-12-22 01:00,13.01,26.14,95,0,34.39,0.098
2018-12-22 00:00,13.01,26.27,94.6,0,34.39,-0.039
2018-12-21 23:00,13.01,26.21,94.4,0,34.59,0.096
2018-12-21 22:00,13.01,26.08,94.6,0,34.53,0.098
2018-12-21 21:00,13.01,27.13,93.6,0,34.53,-0.036
2018-12-21 20:00,13.01,27.74,92.4,0,34.67,0.099
2018-12-21 19:00,13.01,27.75,92.7,0,34.67,0.099
2018-12-21 18:00,13.01,27.62,93.3,0,34.94,0.099
2018-12-21 17:00,13.01,27.13,92,0,34.4,-0.036
2018-12-21 16:00,13.04,29.22,84,0,34.53,-0.036
2018-12-21 15:00,13.17,30.58,75.18,0,34.53,-0.036
2018-12-21 14:00,13.16,31.14,67.65,0,34.53,-0.103
2018-12-21 13:00,13.01,31.51,66.18,0,34.4,-0.103
2018-12-21 12:00,13.01,31.44,72.14,0,33.05,-0.103
2018-12-21 11:00,13.01,30.21,64.15,0,34.8,-0.036
2018-12-21 10:00,13.01,29.59,68.92,0,33.46,0.099
2018-12-21 09:00,13.01,28.05,83.5,0,34,0.099
2018-12-21 08:00,13.01,27.87,92.9,0,32.85,0.166
2018-12-21 07:00,13.01,28.98,82.4,0,31.84,-0.036
2018-12-21 06:00,13.01,28.98,85.4,0,33.73,0.099
2018-12-21 05:00,13.01,28.85,86.6,0,33.19,1.38
2018-12-21 04:00,13.01,29.35,75.73,0,34.6,1.38
2018-12-21 03:00,13.01,29.04,78.99,0.02,34.4,1.245
2018-12-21 02:00,13.01,28.98,84,0.01,35.28,1.245
2018-12-21 01:00,13.01,29.47,80.9,0.01,34.94,0.975
2018-12-21 00:00,13.01,29.04,88.9,0,36.02,1.245
2018-12-20 23:00,13.01,29.04,89.5,0,35.61,1.178
2018-12-20 22:00,13.01,29.29,88.1,0,35.07,1.178
2018-12-20 21:00,13.01,31.01,95.3,0.03,35.07,1.178
2018-12-20 20:00,13.01,31.51,94.9,0.04,32.04,0.975
2018-12-20 19:00,13.01,31.51,96.7,0.1,32.31,0.571
2018-12-20 18:00,13.01,32.18,95,0.06,35.61,-0.036
2018-12-20 17:00,13.01,32.74,95.7,0,36.96,0.099
2018-12-20 16:00,13.01,33.79,95.1,0.08,36.83,-0.036
2018-12-20 15:00,13.01,34.77,94.8,0.07,35.48,-0.036
2018-12-20 14:00,13.01,36.56,92,0.04,35.75,0.099
2018-12-20 13:00,13.01,33.97,97.2,0.12,35.88,-0.036
2018-12-20 12:00,13.01,33.97,96.9,0.1,37.1,-0.036
2018-12-20 11:00,13.01,33.91,96.6,0.03,37.1,-0.036
2018-12-20 10:00,13.01,33.36,96.8,0.02,37.43,-0.036
2018-12-20 09:00,13.01,33.11,97.1,0,37.77,-0.036
2018-12-20 08:00,13.01,32.68,97.1,0.02,37.64,0.099
2018-12-20 07:00,13.01,32.8,96.3,0,37.37,0.099
2018-12-20 06:00,13.01,32.86,97.2,0,37.43,0.099
2018-12-20 05:00,13.01,32.68,97,0,37.43,0.099
2018-12-20 04:00,13.01,32.8,96.9,0,37.5,0.099
2018-12-20 03:00,13.01,32.62,97.1,0,37.7,0.099
2018-12-20 02:00,13.01,32.49,97.1,0,37.77,0.099
2018-12-20 01:00,13.01,32.37,97.1,0,37.64,0.099
2018-12-20 00:00,13.01,32.37,96.9,0.02,37.77,-0.036
2018-12-19 23:00,13.01,32.37,96.8,0,37.91,-0.036
2018-12-19 22:00,13.01,32.49,96.6,0,37.91,-0.036
2018-12-19 21:00,13.01,32.55,97,0,37.91,0.099
2018-12-19 20:00,13,32.86,97,0,38.31,0.099
2018-12-19 19:00,13.01,32.99,97.2,0,38.11,-0.036
2018-12-19 18:00,13,33.42,96.9,0,37.91,-0.036
2018-12-19 17:00,13,33.29,96.7,0,37.91,-0.034
2018-12-19 16:00,13,33.84,96.2,0,37.72,-0.032
2018-12-19 15:00,13,35.32,94.9,0,37.94,-0.163
2018-12-19 14:00,13.04,36.8,92.8,0,38.07,-0.231
2018-12-19 13:00,13.01,37.78,92.5,0,38.07,-0.232
2018-12-19 12:00,13.01,36.38,92.7,0,38.18,-0.036
2018-12-19 11:00,13.01,35.08,95.8,0.01,38.45,-0.036
2018-12-19 10:00,13.01,33.17,97,0.02,38.72,0.099
2018-12-19 09:00,13,32.31,97.5,0.04,37.37,-0.036
2018-12-19 08:00,13.01,32.25,97.7,0.01,39.25,0.166
2018-12-19 07:00,13.01,32,97.7,0,39.25,-0.036
2018-12-19 06:00,13.01,31.88,97.2,0.03,39.25,-0.036
2018-12-19 05:00,13.01,32.06,97.8,0.02,38.72,1.987
2018-12-19 04:00,13.01,31.88,97.6,0.05,39.25,1.987
2018-12-19 03:00,13.01,32,97.4,0.04,38.85,1.987
2018-12-19 02:00,13.01,32.06,97.3,0.08,38.11,1.582
2018-12-19 01:00,13.01,31.81,97.2,0.13,37.91,1.582
2018-12-19 00:00,13.01,32.06,96.5,0.03,38.45,1.38
2018-12-18 23:00,13.01,33.17,96,0.04,40.2,1.852
2018-12-18 22:00,13.01,33.23,94.3,0.04,40.06,2.122
2018-12-18 21:00,13.01,34.34,94.2,0.04,41.28,1.987
2018-12-18 20:00,13.01,33.79,96.3,0.03,41.41,1.717
2018-12-18 19:00,13.01,32.12,97.2,0.12,41.01,1.582
2018-12-18 18:00,13.01,32,97.2,0.07,41.28,1.65
2018-12-18 17:00,13.01,32.8,96.2,0.11,41.41,1.717
2018-12-18 16:00,13.01,34.28,97.4,0.01,41.28,2.054
2018-12-18 15:00,13.01,32.74,97.2,0.11,41.41,1.65
2018-12-18 14:00,13.01,32.8,97.5,0.05,41.01,1.65
2018-12-18 13:00,13.01,32.99,96.1,0.05,41.82,2.122
2018-12-18 12:00,13.01,32.62,96.6,0.05,42.09,2.324
2018-12-18 11:00,13.01,33.05,95.9,0.13,42.22,2.257
2018-12-18 10:00,13.01,31.88,96.6,0.2,42.22,2.054
2018-12-18 09:00,13.01,31.75,97.1,0.17,43.17,2.526
2018-12-18 08:00,13.01,31.51,97.1,0.17,38.85,1.987
2018-12-18 07:00,13.01,31.44,97.2,0.19,211.4,0.503
2018-12-18 06:00,13.01,31.38,97.3,0.16,35.61,10.95
2018-12-18 05:00,13.01,31.2,97.3,0.16,34.2,9.47
2018-12-18 04:00,13.01,31.01,97.3,0.17,211.4,8.66
2018-12-18 03:00,13.01,31.32,97.5,0.16,33.19,8.26
2018-12-18 02:00,13.01,31.2,97.4,0.18,33.12,7.381
2018-12-18 01:00,13.01,31.38,97.6,0.14,33.19,6.909
2018-12-18 00:00,13.01,31.32,97.5,0.14,32.78,6.437
2018-12-17 23:00,13.01,31.38,97.9,0.13,211.4,5.291
2018-12-17 22:00,13.01,31.14,97.9,0.11,211.4,4.01
2018-12-17 21:00,13.01,31.14,97.9,0.12,211.4,2.931
2018-12-17 20:00,13.01,31.14,97.8,0.09,211.4,1.987
2018-12-17 19:00,13.01,31.2,97.7,0.06,211.4,0.773
2018-12-17 18:00,13.01,31.51,97.2,0.04,26.17,0.166
2018-12-17 17:00,13.01,32.06,97,0,30.15,-0.036
2018-12-17 16:00,13.01,32.31,96.4,0,30.08,0.099
2018-12-17 15:00,13.01,33.6,94.7,0,29.95,-0.036
2018-12-17 14:00,13.01,34.9,94.3,0,29.41,-0.036
2018-12-17 13:00,13.01,34.53,93.8,0,29.68,-0.036
2018-12-17 12:00,13.01,34.96,93.5,0,29.55,-0.036
2018-12-17 11:00,13.01,35.7,94.5,0,29.01,-0.036
2018-12-17 10:00,13.01,33.73,95.2,0,29.95,0.099
2018-12-17 09:00,13.01,33.36,97.5,0,29.68,0.099
2018-12-17 08:00,13.01,31.51,97.8,0.01,29.88,0.166
2018-12-17 07:00,13.01,31.63,97.9,0.01,29.68,0.166
2018-12-17 06:00,13.01,31.51,98,0,30.08,0.166
2018-12-17 05:00,13.01,31.38,97.9,0,30.15,0.166
2018-12-17 04:00,13.01,31.51,98,0,30.08,0.166
2018-12-17 03:00,13.01,31.57,97.9,0,30.15,0.166
2018-12-17 02:00,13.01,31.81,97.9,0,30.08,0.166
2018-12-17 01:00,13.01,32.06,97.6,0,30.22,0.166
2018-12-17 00:00,13.01,32.25,97.6,0,30.08,0.166
2018-12-16 23:00,13.01,32.18,97.8,0.02,30.49,0.166
2018-12-16 22:00,13.01,32,97.7,0,30.15,0.166
2018-12-16 21:00,13.01,31.94,97.7,0.02,30.49,0.166
2018-12-16 20:00,13.01,32.37,97.7,0,30.49,0.166
2018-12-16 19:00,13.01,32.25,97.6,0,31.16,0.166
2018-12-16 18:00,13.01,32.25,97.5,0.01,31.3,0.166
2018-12-16 17:00,13.01,32.12,97.3,0.02,30.08,0.166
2018-12-16 16:00,13.01,32.43,97.2,0.04,31.43,0.166
2018-12-16 15:00,13.01,32.62,97.1,0,29.82,0.166
2018-12-16 14:00,13.01,32.68,96.7,0,30.49,0.166
2018-12-16 13:00,13.01,32.86,96.6,0,29.55,0.166
2018-12-16 12:00,13.01,32.37,96.8,0,29.41,0.234
2018-12-16 11:00,13.01,32.49,96.8,0,31.16,0.369
2018-12-16 10:00,13.01,32.31,96.8,0,29.82,0.234
2018-12-16 09:00,13.01,31.63,97.1,0.01,30.08,0.234
2018-12-16 08:00,13.01,31.57,96.8,0.02,211.4,0.166
2018-12-16 07:00,13.01,31.63,96.8,0.03,211.4,-0.036
2018-12-16 06:00,13.01,31.51,96.6,0.04,211.4,-0.036
2018-12-16 05:00,13.01,31.38,96.5,0.04,211.4,4.347
2018-12-16 04:00,13.01,31.07,96.7,0.04,211.4,-248.6
2018-12-16 03:00,13.01,30.46,96.7,0.07,211.4,3.74
2018-12-16 02:00,13.01,30.03,96.4,0.05,211.4,2.729
2018-12-16 01:00,13.01,30.15,96,0.05,211.4,1.987
2018-12-16 00:00,13.01,30.46,95.2,0.05,211.4,0.841
2018-12-15 23:00,13.01,30.46,94.3,0.02,211.4,0.369
2018-12-15 22:00,13.01,30.58,92.9,0.01,211.4,-0.036
2018-12-15 21:00,13.01,30.83,91,0,22.94,-0.036
2018-12-15 20:00,13.01,30.21,93.4,0,24.15,0.099
2018-12-15 19:00,13.01,30.09,94,0,21.86,0.099
2018-12-15 18:00,13.01,30.15,93.1,0,24.83,0.099
2018-12-15 17:00,13.01,30.09,92,0,24.42,-0.036
2018-12-15 16:00,13.02,30.58,91.7,0,24.35,0.099
2018-12-15 15:00,13.2,31.81,92.3,0,24.15,-0.036
2018-12-15 14:00,13.42,32.49,91.3,0,23.95,-0.036
2018-12-15 13:00,13.54,32.18,92,0,23.77,-0.165
2018-12-15 12:00,13.45,33.78,88.7,0,23.1,-0.231
2018-12-15 11:00,13.04,32.86,89.6,0,23.61,-0.238
2018-12-15 10:00,13.01,34.96,89.3,0,22.4,-0.171
2018-12-15 09:00,13.01,30.77,95.1,0,22.67,-0.036
2018-12-15 08:00,13.01,29.72,96.2,0,23.88,0.099
2018-12-15 07:00,13.01,29.84,95.6,0,211.4,0.099
2018-12-15 06:00,13.01,29.84,94.2,0.01,23.21,0.099
2018-12-15 05:00,13.01,30.21,95,0.01,24.96,1.582
2018-12-15 04:00,13.01,30.4,96.1,0.03,23.88,1.447
2018-12-15 03:00,13.01,30.7,96.3,0.03,23.48,1.38
2018-12-15 02:00,13.01,30.89,92,0.02,24.29,0.975
2018-12-15 01:00,13.01,30.95,95.6,0.03,211.4,0.975
2018-12-15 00:00,13.01,30.95,94.7,0.04,24.96,0.773
2018-12-14 23:00,13.01,31.51,94.6,0.01,24.96,0.571
